catalog_type,legacy_id,name,uri,db_status,classification,permission,route,controller_action,view,source_query,tables,params,filters,output_columns,calculations,totals,ordering,pagination,pdf,excel,csv,output_formats,business_rules,known_defect,row_scope,sensitive_output,target_disposition,evidence_classification,evidence
DB_REPORT,18,Candidate List Report,candidate-list-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/candidate-list-report (CONFIRMED src/routes/admin.php),VoyagerReportController::candidateListReport,vendor.voyager.reports.print.candidate-list-report (CONFIRMED),Shared buildCandidateQuery with eager-loaded relationships,"candidates,agents,agenciers,companiers,positions,class_groups,visa_immigrations,flight_schedules","Controller: agent_id,agencier_id,companier_id,position_id,class_group_id,gender,status,from_date,to_date; DB metadata: from_date,to_date,agent_id,agencier_id,companier_id,position_id,class_group_id,gender,status","Controller: agent_id,agencier_id,companier_id,position_id,class_group_id,gender,status,from_date,to_date; DB metadata: from_date,to_date,agent_id,agencier_id,companier_id,position_id,class_group_id,gender,status",SL. | NAME & CODE | PASSPORT NO. | MOBILE NO. | GENDER | STAGE (GROUP) | POSITION | AGENT | AGENCY | COMPANY | STATUS,Status is optional; absent status includes all candidate statuses.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,candidates.name ASC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,Status is optional; absent status includes all candidate statuses.,"Unbounded get(); caller can omit all filters. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,19,Company Report,company-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/company-report (CONFIRMED src/routes/admin.php),VoyagerReportController::companyReport,vendor.voyager.reports.print.company-report (CONFIRMED),Companier with country,"companiers,countries","Controller: from_date,to_date,status; DB metadata: from_date,to_date,status","Controller: from_date,to_date,status; DB metadata: from_date,to_date,status",SL. | COMPANY INFO | ADDRESS | CONTACT | OWNER | COUNTRY | BALANCE | STATUS,"Reports master companier records, not candidate company snapshots.",Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,companiers.name ASC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,"Reports master companier records, not candidate company snapshots.","User-facing Company label hides the legacy companier/company distinction. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,20,Police Clearance Report,police-clearance-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/police-clearance-report (CONFIRMED src/routes/admin.php),VoyagerReportController::policeClearanceReport,vendor.voyager.reports.print.police-clearance-report (CONFIRMED),PoliceClearance with candidate,"police_clearances,candidates","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status",SL. | CANDIDATE NAME & CODE | PASSPORT NO | ISSUE DATE | EXPIRE DATE | STATUS,Exact legacy status; document field is police_clearances.photo_file_path.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,created_at DESC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,Exact legacy status; document field is police_clearances.photo_file_path.,"No defect confirmed beyond unbounded export and unverified status semantics. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,21,ARC Report,arc-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/arc-report (CONFIRMED src/routes/admin.php),VoyagerReportController::arcReport,vendor.voyager.reports.print.arc-report (CONFIRMED),Arc with candidate,"arcs,candidates","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status",SL. | CANDIDATE NAME & CODE | PASSPORT NO | ARC NUMBER | ISSUE DATE | EXPIRE DATE | LIFETIME | STATUS,ARC document source field is the legacy typo arcs.acr_file_path.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,created_at DESC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,ARC document source field is the legacy typo arcs.acr_file_path.,"Legacy acr_file_path typo must remain lineage-only, not become target naming. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,22,Visa Report,visa-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/visa-report (CONFIRMED src/routes/admin.php),VoyagerReportController::visaReport,vendor.voyager.reports.print.visa-report (CONFIRMED),VisaImmigration with candidate,"visa_immigrations,candidates","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status","Controller: from_date,to_date,candidate_id,status; DB metadata: from_date,to_date,candidate_id,status",SL. | CANDIDATE NAME & CODE | PASSPORT NO | VISA MP NO | ISSUE DATE | EXPIRE DATE | STATUS,Exact legacy status.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,created_at DESC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,Exact legacy status.,"No confirmed calculation defect; unbounded export/status semantics remain risks. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,23,Tickets Report,tickets-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/tickets-report (CONFIRMED src/routes/admin.php),VoyagerReportController::ticketsReport,vendor.voyager.reports.print.tickets-report (CONFIRMED),TicketInvoice with candidate/companier/agencier,"ticket_invoices,candidates,companiers,agenciers","Controller: from_date,to_date,candidate_id,companier_id,status; DB metadata: from_date,to_date,candidate_id,companier_id,status","Controller: from_date,to_date,candidate_id,companier_id,status; DB metadata: from_date,to_date,candidate_id,companier_id,status",SL. | INVOICE INFO | FLIGHT INFO | ROUTE | CANDIDATE | COMPANY | AGENCY | TOTAL | STATUS,Date filters use invoice_date.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,invoice_date DESC,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,Date filters use invoice_date.,"No pagination; line/total derivation in view/model requires parity testing. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
DB_REPORT,24,Money Receipt Report,money-receipt-report,A,ACTIVE,browse_reports exists; execution enforcement UNVERIFIED because explicit per-route permission middleware is absent,POST reports/generate/money-receipt-report (CONFIRMED src/routes/admin.php),VoyagerReportController::moneyReceiptReport,vendor.voyager.reports.print.money-receipt-report (CONFIRMED),"Load general and ticket receipts, tag type, concatenate, sort in memory","invoice_money_receipts,invoices,ticket_invoice_money_receipts,ticket_invoices,agenciers,companiers","Controller: from_date,to_date,payment_method; DB metadata: from_date,to_date,payment_method","Controller: from_date,to_date,payment_method; DB metadata: from_date,to_date,payment_method",SL. | RECEIPT INFO | INVOICE NO | TYPE | RECEIVED FROM | PAYMENT METHOD | TRANSACTION NO | AMOUNT,Combines General and Ticket receipts into one output.,Blade-derived totals/calculations require golden-output parity; no separate controller total query unless stated,receipt_date DESC after in-memory union,NONE: action terminates with get()/first() or in-memory collection,YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess,DEFECTIVE: returns generic id/name XLSX rather than report columns,DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,PDF=YES: PDF-VIEW and PDF-DOWNLOAD via reportProcess; Excel=DEFECTIVE: returns generic id/name XLSX rather than report columns; CSV=DEFECTIVE: CSV request also returns XLSX; CSV implementation is commented out,Combines General and Ticket receipts into one output.,"Two full result sets are loaded and sorted in memory; cross-source duplicate semantics are UNVERIFIED. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",Model scopes may apply; effective role-by-role scope is UNVERIFIED and must be policy-tested,YES: candidate/finance/identity data must be private,Rebuild with golden query/layout/authorization parity and owner approval,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED,CONFIRMED DB row + route + controller + Blade; permission/row-scope details UNVERIFIED
PRINT_OUTPUT,,Exam result sheet PDF,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,GET exam-results/export-pdf (CONFIRMED),VoyagerExamResultController::exportPdf,exam-result,Exam with classGroup; exam results and candidates for requested exam,"exams,class_groups,exam_results,candidates",exam_id; additional request behavior must be contract-tested,exam_id; additional request behavior must be contract-tested,Rendered exam result Blade columns; exact static extraction UNVERIFIED for non-report view,Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Controller/result ordering as implemented; full rule UNVERIFIED,NONE: single record/profile or bounded exam result set,YES: controller PDF stream/download path,NO,NO,PDF=YES: controller PDF stream/download path; Excel=NO; CSV=NO,Exam with classGroup; exam results and candidates for requested exam,Authorization is not explicit on the route; action returns exception text in error response.,Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
PRINT_OUTPUT,,Candidate profile export,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,GET my/profile/export (CONFIRMED),VoyagerMyPanelController::profileExport,my/profile-export,Authenticated role selects own agent/candidate/teacher/employee/employer profile; candidate loads profile lists,"users,agents,candidates,teachers,employees,employers,language_list,expertise_list,skill_list,curricular_list,interest_list,attribute_list,experiences,educations,skills,trainings",Authenticated user and hard-coded role IDs 101-105,Authenticated user and hard-coded role IDs 101-105,CV/profile fields selected by BREAD metadata and profile-export Blade,Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Profile/list ordering UNVERIFIED,NONE: single record/profile or bounded exam result set,UNREACHABLE in current profileExport because debug=true,NO,NO,PDF=UNREACHABLE in current profileExport because debug=true; Excel=NO; CSV=NO,Authenticated role selects own agent/candidate/teacher/employee/employer profile; candidate loads profile lists,"debug=true returns HTML before the PDF branch, so route is executable/ACTIVE but PDF code is unreachable.",Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
PRINT_OUTPUT,,Invoice print/PDF,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,ANY reports/generate/invoice/{id} (CONFIRMED),VoyagerInvoiceController::printInvoice,invoice,Invoice by id with invoice lines/parties,"invoices,invoice_lines,invoice_heads,invoice_candidates,agenciers,companiers,candidates",invoice id; report_type/downloadable request controls,invoice id; report_type/downloadable request controls,DESCRIPTION | QTY | UNIT PRICE (€) | AMOUNT (€),Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Invoice line ordering from relationship/view; UNVERIFIED,NONE: single record/profile or bounded exam result set,YES: controller PDF stream/download path,NO,NO,PDF=YES: controller PDF stream/download path; Excel=NO; CSV=NO,Invoice by id with invoice lines/parties,ANY verb broadens attack surface; authorization and issued-version immutability require tests.,Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
PRINT_OUTPUT,,Invoice money receipt print/PDF,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,ANY reports/generate/invoice-money-receipts/{id} (CONFIRMED),VoyagerInvoiceMoneyReceiptController::printInvoiceMoneyReceipt,invoice-money-receipt,Invoice money receipt by id with invoice/parties,"invoice_money_receipts,invoices,agenciers,companiers",receipt id; report_type/downloadable request controls,receipt id; report_type/downloadable request controls,UNVERIFIED: Blade has no static <th> labels; inspect rendered output,Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Single record,NONE: single record/profile or bounded exam result set,YES: controller PDF stream/download path,NO,NO,PDF=YES: controller PDF stream/download path; Excel=NO; CSV=NO,Invoice money receipt by id with invoice/parties,ANY verb and explicit authorization gap; printed totals need ledger reconciliation.,Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
PRINT_OUTPUT,,Ticket invoice print/PDF,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,ANY reports/generate/ticket-invoice/{id} (CONFIRMED),VoyagerTicketInvoiceController::printInvoice,ticket-invoice,Ticket invoice by id with ticket lines/parties,"ticket_invoices,ticket_invoice_lines,ticket_companies,candidates,agenciers,companiers",ticket invoice id; report_type/downloadable request controls,ticket invoice id; report_type/downloadable request controls,SL No. | DESCRIPTION | QTY | UNIT PRICE ( ) | AMOUNT ( ),Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Ticket line ordering from relationship/view; UNVERIFIED,NONE: single record/profile or bounded exam result set,YES: controller PDF stream/download path,NO,NO,PDF=YES: controller PDF stream/download path; Excel=NO; CSV=NO,Ticket invoice by id with ticket lines/parties,ANY verb; authorization and monetary parity require tests.,Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
PRINT_OUTPUT,,Ticket money receipt print/PDF,,not DB-driven,ACTIVE,Authenticated/admin route context; exact policy UNVERIFIED,ANY reports/generate/ticket-invoice-money-receipts/{id} (CONFIRMED),VoyagerTicketInvoiceMoneyReceiptController::printInvoiceMoneyReceipt,ticket-invoice-money-receipt,Ticket money receipt by id with invoice/parties,"ticket_invoice_money_receipts,ticket_invoices,agenciers,companiers",ticket receipt id; report_type/downloadable request controls,ticket receipt id; report_type/downloadable request controls,UNVERIFIED: Blade has no static <th> labels; inspect rendered output,Blade/controller calculations; golden-output parity required,Invoice/receipt totals where applicable; otherwise not applicable or UNVERIFIED,Single record,NONE: single record/profile or bounded exam result set,YES: controller PDF stream/download path,NO,NO,PDF=YES: controller PDF stream/download path; Excel=NO; CSV=NO,Ticket money receipt by id with invoice/parties,ANY verb; authorization and receipt-to-ledger reconciliation require tests.,Single authenticated/self or ID-selected resource; ownership enforcement UNVERIFIED unless stated,YES: private identity/financial document,Preserve after authorization and golden-output parity,CONFIRMED route + controller; specified authorization/business details UNVERIFIED,CONFIRMED route + controller; specified authorization/business details UNVERIFIED
LEGACY_METHOD,,supplierLedger_bk_test,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::supplierLedger_bk_test,vendor.voyager.reports.print.generic index,"Product::select(id,name)",products,See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,Image | Product,Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"No route/DB report; debug dd() on failure. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,customerLedger,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::customerLedger,vendor.voyager.reports.print.customer-ledger,Customer::where(id),customers,See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,", , , | Total Buy: Total Paid: Total | SL. | Invoice No. | Transaction Date | Title | Type | Amount ( ) | Details | Created At",Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Customer model/table absent from current 90-table dump. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,profitLoss,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::profitLoss,vendor.voyager.reports.print.customer-ledger,Prints Under development then attempts Customer query,customers,See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,", , , | Total Buy: Total Paid: Total | SL. | Invoice No. | Transaction Date | Title | Type | Amount ( ) | Details | Created At",Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Explicitly under development; absent model/table. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,sales,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::sales,vendor.voyager.reports.print.sales,Sale filtered by customer/date/sales_type,"sales,customers,products",See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,SL. | Invoice No. | Date | Customer | Type | Subtotal ( ) | Discount ( ) | Total ( ) | Paid ( ) | Due ( ) | Total,Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Sale/customer/product business tables absent; uses bitwise & for date guard. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,purchase,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::purchase,vendor.voyager.reports.print.purchase,Purchase filtered by supplier/date,"purchases,suppliers,products",See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,SL. | Invoice No. | Date | Supplier | Type | Subtotal ( ) | Discount ( ) | Total ( ) | Paid ( ) | Due ( ) | Total,Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Business tables absent; uses bitwise & for date guard. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,products,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::products,vendor.voyager.reports.print.product,Product optional id filter,products,See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,SL. | Name | Unit | Price ( ),Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Product table/model absent from dump/application models. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_METHOD,,stock,,no DB report row,LEGACY,UNVERIFIED: no route/grant found,UNVERIFIED: no canonical route,VoyagerReportController::stock,vendor.voyager.reports.print.stock,Stock optional product filter,"stocks,products",See legacy method request fields; not an active contract,See legacy method request fields; not an active contract,SL. | Code | Name | Variant | Unit | Price ( ),Legacy Blade/controller only; not approved target behavior,UNVERIFIED,As legacy method; often id DESC or unspecified,NONE,Dispatcher-supported if reachable,DEFECTIVE generic id/name XLSX,DEFECTIVE returns XLSX,PDF=Dispatcher-supported if reachable; Excel=DEFECTIVE generic id/name XLSX; CSV=DEFECTIVE returns XLSX,No active business ownership evidenced,"Stock/product tables/models absent from current business schema. Common exporter defect: EXCEL and CSV use bitwise `|`, both emit XLSX, and export only id/name; CSV code is commented out. reportProcess catches and echoes exception text.",UNVERIFIED,Assume YES until owner confirms,Archive; do not rebuild without explicit approval,CONFIRMED legacy method/view; route and business ownership UNVERIFIED,CONFIRMED legacy method/view; route and business ownership UNVERIFIED
LEGACY_VIEW,,supplier-ledger Blade,,view only,LEGACY,UNVERIFIED,UNVERIFIED: no route/method renders this view,none found,vendor.voyager.reports.print.supplier-ledger,none found,suppliers/products (inferred from view name only),UNVERIFIED,UNVERIFIED,", , , | Total Purchase: Total Paid: Total | SL. | Invoice No. | Transaction Date | Title | Type | Amount ( ) | Details | Created At",View-only legacy calculations,UNVERIFIED,UNVERIFIED,NONE,UNVERIFIED,NO,NO,PDF=UNVERIFIED; Excel=NO; CSV=NO,No active execution evidence,Orphaned Blade view.,UNVERIFIED,Assume YES,Archive,CONFIRMED view; execution UNVERIFIED,CONFIRMED view; execution UNVERIFIED
